speaker,text,date,year,debate_id,predicted_fallacy_meta.llama-3-2-3b-instruct
Joe Biden,"because we made a mistake. it took too long to get it right. took too long to get it right. ill be president of the united states, not vice president of the united states. and the fact is, ive made it very clear, within 100 days, im going to send to the united states congress a pathway to citizenship for over 11 million undocumented people. and all those so called dreamers, those daca kids, theyre going to be immediately certified again, to be able to stay in this country, and put on a path to citizenship. the idea that they are being sent home by this guy, and they want to do that, is they go to a country theyve never seen before. i can imagine youre five years old, your parents are taking you across the rio grande river and its and its illegal. you say oh, no, mom, leave me here. im not gonna go with you. theyve been here. many of them are model citizens. over 20,000 of them are first responders out there taking care of people during this crisis. we owe them. we owe them.",2020-10-22,2020,2020_October_22_2020,appeal to emotion
Welker,"president trump, your response.",2020-10-22,2020,2020_October_22_2020,ad hominem
Donald Trump,"kristen, he had eight years to do what he said he was going to do. and ive changed without having a specific  we got rid of catch and release, we got rid of a lot of horrible things that they put in and that they lived with. but he had eight years he was vice president. he did nothing except build cages to keep children in.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Welker,"vice president biden, your response?",2020-10-22,2020,2020_October_22_2020,ad hominem
Joe Biden,"wrong. the catch and release, you know what hes talking about there? if in fact, you had a family, came across, theyre arrested. they, in fact, were given a date to show up for their hearing. they were released. and guess what, they showed up for a hearing. this is the first president in the history of the united states of america that anybody seeking asylum has to do it in another country. thats never happened before in america. thats never happened before in america. you come to the united states and you make your case. that i seek asylum based on the following premise, why i deserve it under american law. theyre sitting in squalor on the other side of the river.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Welker,"president trump, there is",2020-10-22,2020,2020_October_22_2020,None
Donald Trump,"its so important. it just shows that he has no understanding of immigration or the laws. catch and release is a disaster. a murderer would come in, a rapist would come in, a very bad person would come in  we would take their name, we have to release them into our country. and then you say they come back. less than 1 of the people come back.",2020-10-22,2020,2020_October_22_2020,false dilemma
Donald Trump,"we have to send ice out and border patrol out to find them. we would say, come back in two years, three years  were going to give you a court case. you did perry mason, were going to give you a court case. when you say they come back, they dont come back, joe. they never come back. only the really  i hate to say this  but those with the lowest iq, they might come back. but there are very very few.",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,"ok, president trump, lets give vice president biden a chance to respond, and then were going to move on to the next section.",2020-10-22,2020,2020_October_22_2020,None
Donald Trump,"you dont know the law, joe.",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,"vice president biden, your response.",2020-10-22,2020,2020_October_22_2020,None
Joe Biden,i know the law. what hes telling you is simply not true.,2020-10-22,2020,2020_October_22_2020,false dilemma
Donald Trump,they dont come back.,2020-10-22,2020,2020_October_22_2020,None
Joe Biden,check it out.,2020-10-22,2020,2020_October_22_2020,None
Welker,"alright, lets move on",2020-10-22,2020,2020_October_22_2020,None
Donald Trump,but we dont have to worry about it because i terminated it. so we dont have to worry about it.,2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,"alright, lets move on to the next section",2020-10-22,2020,2020_October_22_2020,None
Joe Biden,you have 525 kids not knowing where in gods name theyre going to be and lost their parents.,2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Welker,"alright. lets talk about our next section, which is race in america. and i want to talk about the way black and brown americans experience race in this country. part of that experience is something called the talk. it happens regardless of class and income  parents who feel they have no choice but to prepare their children for the chance that they could be targeted, including by the police, for no reason other than the color of their skin. mr. vice president, in the next two minutes, i want you to speak directly to these families. do you understand why these parents fear for their children?",2020-10-22,2020,2020_October_22_2020,appeal to emotion
Joe Biden,"i do. i do. you know, my daughter is a social worker. and shes written a lot about this. she has a graduate degree from the university of pennsylvania in social work. and you know, one of the reasons why i ended up working on the east side of wilmington, delaware, which is 90 percent african american, was to learn more about what was going on. what i didnt  i never had to tell my daughter if shes pulled over, make sure she puts, for a traffic stop, put both hands on top of the wheel. and dont reach for the glove box because someone may shoot you. but a black parent, no matter how wealthy or how poor they are, has to teach their child, when youre walking down the street, dont have a hoodie on when you go across the street, making sure that you, in fact, if you get pulled over, yes sir, no sir, hands on top of the wheel. because you are in fact, a victim, whether youre a person making 300,000  300,000ayear person, or someone whos on food stamps. the fact of the matter is there is institutional racism in america. and we have always said  weve never lived up to it. that we hold these truths to be selfevident, all men and women are created equal. but guess what  we have never ever lived up to it. but we have constantly been moving the needle further and further to inclusion, not exclusion. this is the first president come along and says thats the end of that. were not going to do that anymore. we have to provide for economic opportunity, better education, better health care, better access to schooling, better access to opportunity to borrow money to start businesses. all the things we can do. and ive laid out a clear plan as to how to do those things. just to give people a shot. its about accumulating the ability to have wealth, as well as it is to be free from violence.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Welker,"president trump, same question to you. and let me remind you of the question, i would like you to speak directly to these families. do you understand why these parents fear for their children?",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Donald Trump,"yes, i do. and again, hes been in government 47 years. he never did a thing except in 1994, when he did such harm to the black community. and they were called, and he called them, super predators. and he said that, he said it  super predators. and they have never lived that down. 1994, your crime bill, the super predators. nobody has done more for the black community than donald trump. and if you look, with the exception of abraham lincolnpossible exception, but the exception of abraham lincoln, nobody has done what ive done. criminal justice reform, obama and joe didnt do it. i dont even think they tried because they had no chance at doing it. they might have wanted to do it. but if you had to see the arms i had a twist to get that done, it was not a pretty picture. and everybody knows it including some very liberal people that cried in my officethey cried in the oval office. two weeks later, theyre out saying, gee, we have to defeat him. criminal justice reform, prison reform, opportunity zones with tim scott, a great senator from south carolina. he came in with this incredible idea for opportunity zones. its one of the most successful programs. people dont talk about it. tremendous investment is being made. biggest beneficiary, the black and hispanic communities and then historically black colleges and universities. after three years of coming to the office, i love some of those guys, they were great, they came into the office. and they said i said, what are you doing after three years? i said, why do you keep coming back? because we have no funding. i said, you dont have to come back every year, we have to come back, because president obama would never give them long term funding. and i did. tenyear, long term funding, and i gave them more money than they asked for, because i said, i think you need more. and i said, the only bad part about this is i may never see you again, because i got very friendly with them and they like me and i like them. but i saved historically black colleges and universities.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Welker,"ok. and were going to talk about both of your records, but your response to that vice president?",2020-10-22,2020,2020_October_22_2020,ad hominem
Joe Biden,"my response to that is i never, ever said what he accused me of saying. the fact of the matter is, in 2000 though, after the crime bill had been in the law for a while, this is the guy who said, the problem with the crime bill, theres not enough people in jail. theres not enough people in jail, and go on my website, get the quote, the date when he said it, not enough people. he talked about marauding gangs, young gangs, the people who are going to maraud our cities. this is a guy who when the central park five, five innocent black kids, he continued to push for making sure that they got the death penalty. none of them were  none of them were guilty of what the crime, of the crimes that were suggested. look, and talk about he, granted, he did in fact let 20 people  he commuted 20 peoples sentences. we commuted over 1,000 peoples sentences. over 1,000. the very law hes talking about is a law that, in fact, initiated by barack obama. and secondly, were in a situation here where we  the federal prison system was reduced by 38,000 people under our administration. and one of these things we should be doing is there should be no, no minimum mandatories in the law. thats why im offering 20 billion to states to change their state laws to eliminate minimum mandatories and set up drug courts. no one should be going to jail because they have a drug problem. they should be going to rehabilitation, not to jail. we should fundamentally change the system and thats what im going to do.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Donald Trump,"but why didnt he do it four years ago? why didnt you do that four years ago, even less than that? why didnt you",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Donald Trump,you were vice president. you keep talking about all these things youre going to do and youre going to do this. but you were there just a short time ago and you guys did nothing.,2020-10-22,2020,2020_October_22_2020,false dilemma
Donald Trump,"you know, joe, i ran because of you. i ran because of barack obama, because you did a poor job. if i thought you did a good job, i would have never run. i wouldve never run. i ran because of you. im looking at you now, youre a politician. i ran because of you.",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,"alright, vice president biden, your response to that? and then i do have some questions for both of you.",2020-10-22,2020,2020_October_22_2020,None
Joe Biden,"well, ill tell you what, i hope he does look at me because whats happening here is you know who i am, you know who he is, you know his character, you know my character, you know our reputations for honor and telling the truth. i am anxious to have this race. im anxious to see this take place. i am  the character of the country is on the ballot. our character is on the ballot. look at us closely.",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,let me ask them some follow,2020-10-22,2020,2020_October_22_2020,None
Donald Trump,excuse me,2020-10-22,2020,2020_October_22_2020,None
Welker,please respond and then were gonna have follow up questions.,2020-10-22,2020,2020_October_22_2020,None
Donald Trump,"if this stuff is true about russia, ukraine, china, other countries, iraq  if this is true, then hes a corrupt politician. so dont give me the stuff about how youre this innocent baby. joe, theyre calling you a corrupt politician",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Joe Biden,nobody says,2020-10-22,2020,2020_October_22_2020,None
Welker,"president trump, i want to stay on the issue of race. were talking about the issue",2020-10-22,2020,2020_October_22_2020,ad hominem
Donald Trump,its the laptop from hell.,2020-10-22,2020,2020_October_22_2020,appeal to emotion
Welker,"president trump, were talking about race right now and i do want to stay on the issue of race. president trump",2020-10-22,2020,2020_October_22_2020,None
Joe Biden,"nobody kristen, i have to respond to that.",2020-10-22,2020,2020_October_22_2020,None
Welker,"please, very quickly.",2020-10-22,2020,2020_October_22_2020,None
Joe Biden,"look, there are 50 former national intelligence folks who said that what this, hes accusing me of is a russian plan. they have said that this has all the characteristics  four five former heads of the cia, both parties, say what hes saying is a bunch of garbage. nobody believes it except him and his good friend rudy giuliani.",2020-10-22,2020,2020_October_22_2020,false dilemma
Donald Trump,"you mean, the laptop is now another russia, russia, russia hoax? you gotta be",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Joe Biden,thats exactly what  thats exactly what,2020-10-22,2020,2020_October_22_2020,None
Donald Trump,"is this where youre going? this is where hes going. the laptop is russia, russia, russia?",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,"gentleman, i want to stay on the issue of race, okay",2020-10-22,2020,2020_October_22_2020,None
Donald Trump,you have to be kidding. here we go again with russia. boy oh boy.,2020-10-22,2020,2020_October_22_2020,ad hominem
Welker,"were going to continue on the issue of race. mr. president, youve described the black lives matter movement as a symbol of hate. youve shared a video of a man chanting white power to millions of your supporters. youve said that black professional athletes exercising their first amendment rights should be fired. what do you say to americans who say that kind of language from a president is contributing to a climate of hate and racial strife?",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Donald Trump,"well you have to understand the first time i ever heard of black lives matter they were chanting pigs in a blanket, talking about police, pigs, pigs, talking about our police, pigs in a blanket, fry em like bacon. i said, thats a horrible thing. and they were marching down the street. and that was my first glimpse of black lives matter. i thought it was a terrible thing. as far as my relationships with all people, i think i have great relationships with all people. i am the least racist person in this room.",2020-10-22,2020,2020_October_22_2020,ad hominem
Welker,what do you say to americans who are concerned by that rhetoric?,2020-10-22,2020,2020_October_22_2020,ad hominem
Donald Trump,"i dont, i dont know what to say. i got criminal justice reform done, and prison reform, and opportunity zones. i took care of black colleges and universities. i dont know what to say. they can say anything. i mean, they can say anything. its a very  it makes me sad because i am the least racist person. i cant even see the audience because its so dark, but i dont care whos in the audience. im the least racist person in this room.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Welker,"ok. vice president biden, let me ask you  very quickly, and then i have a follow up question for you.",2020-10-22,2020,2020_October_22_2020,None
Joe Biden,"abraham lincoln here is one of the most racist presidents weve had in modern history. he pours fuel on every single racist fire, every single one. he started off his campaign coming down the escalator saying hes gonna get rid of those mexican rapists. hes banned muslims because theyre muslims. he has moved around and made everything worse across the board. he says to them about the poor boys, last time we were on stage here. he said, i told him to stand down and stand ready. come on. this guy has a dog whistle about as big as a fog horn.",2020-10-22,2020,2020_October_22_2020,ad hominem
Welker,"president trump, im going to give you 10 seconds to respond and then i have a follow up question.",2020-10-22,2020,2020_October_22_2020,None
Donald Trump,he made a reference to abraham lincoln. where did that come in? i mean,2020-10-22,2020,2020_October_22_2020,None
Joe Biden,you said you were abraham lincoln.,2020-10-22,2020,2020_October_22_2020,ad hominem
Donald Trump,"no, no. where did that  no no, i said not since abraham lincoln has anybody done what ive done for the black community. i didnt say im abraham lincoln. i said, not since abraham lincoln has anybody done but what ive done for the black community. now you have done nothing other than the crime bill, which put",2020-10-22,2020,2020_October_22_2020,false dilemma
Donald Trump,"tens of thousands of black men, mostly, in jail. and you know what? they remember it because if you look at whats happening with the voting right now, they remember that you treated them very, very badly. just take a look at whats happening out there.",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,"vice president biden, let me give you a chance to respond within this context. crime bills that you supported in the 80s and 90s contributed to the incarceration of tens of thousands of young black men who had small amounts of drugs in their possession. they are sons, they are brothers, they are fathers, theyre uncles whose families are still to this day, some of them, suffering the consequences. so speak to those families, why should they vote for you?",2020-10-22,2020,2020_October_22_2020,ad hominem
Joe Biden,"one of the things is that in the 80s, we passed 100, all 100 senators voted for it, a bill on drugs and how to deal with drugs. it was a mistake. ive been trying to change it since then, particularly the portion on cocaine. thats why ive been arguing that, in fact, we should not send anyone to jail for a pure drug offense. they should be going into treatment across the board. thats what we should be spending money on. thats why i set up drug courts which were never funded by republican friends. they should not be going to jail for a drug or an alcohol problem. they should be going into treatment. treatment. thats what weve been trying to do. thats what im going to get done because the american people have now seen that in fact, it was a mistake to pass those laws related to drugs. but they were not in the crime bill.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Donald Trump,"but why didnt he get it done? see, its all talk, no action with these politicians. why didnt he get it done? thats what im gonna do when i become president. you were vice president, along with obama as your president, your leader, for eight years. why didnt you get it done? you had eight years to get it done? now, youre saying youre gonna get it done because youre all talk and no action, joe.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Joe Biden,"we got a lot of it done. we released 38,000  we got 38,000 prisoners left from",2020-10-22,2020,2020_October_22_2020,false dilemma
Donald Trump,you didnt get anything done. you got nothing done.,2020-10-22,2020,2020_October_22_2020,ad hominem
Joe Biden,"38,000 prisoners were released from federal prison. we have  there were over 1000 people who were given clemency. we  in fact, were the ones that put in the legislation saying we could look at pattern or practice of police departments and what they were doing, how they were conducting themselves. i could go on, but we began the process. we began the process. we lost an election. thats why im running to win back that election and change his terrible policy.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Donald Trump,"i just ask  i just ask one question why didnt you do it in the eight years, a short time ago? why didnt you do it? you just said, im going to do that. im going to do this. you put tens of thousands of mostly black young men in prison. now youre saying youre going to get  youre going to undo that. why didnt you get it done? you had eight years with obama? you know why, joe, because youre all talk and no action.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Welker,"alright, vice president biden and then were gonna move on to the next section.",2020-10-22,2020,2020_October_22_2020,None
Joe Biden,we had a republican congress. thats the answer.,2020-10-22,2020,2020_October_22_2020,false dilemma
Donald Trump,"well, you gotta talk  you gotta talk em into it, joe. sometimes you gotta talk em into it.",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,"alright, were gonna move on to our next section which is climate change",2020-10-22,2020,2020_October_22_2020,None
Donald Trump,like i did with criminal justice reform. i had to talk democrats into it.,2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,"gentlemen, were running out of time so we gotta get on to climate change, please. you both have very different visions on climate change. president trump, you say that environmental regulations have hurt jobs in the energy sector. vice president biden, you have said you see addressing climate change as an opportunity to create new jobs. for each of you, how would you both combat climate change and support job growth at the same time? starting with you, president trump, you have two minutes uninterrupted.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Donald Trump,"so we have the trillion trees program, we have so many different programs. i do love the environment, but what i want is the cleanest, crystal clear water, the cleanest air. we have the best, lowest number in carbon emissions, which is a big standard that i noticed obama goes with all the time. not joe. i havent heard joe use the term because im not sure he knows what it represents or means, but i have heard obama use it. and we have the best carbon emission numbers that weve had in 35 years. under this administration, we are working so well with industry, but heres what we cant do  look at china, how filthy it is. look at russia. look at india. its filthy. the air is filthy. the paris accord, i took us out because we were going to have to spend trillions of dollars and we were treated very unfairly. when they put us in there, they did us a great disservice. they were going to take away our businesses. i will not sacrifice tens of millions of jobs, thousands and thousands of companies because of the paris accord. it was so unfair. china doesnt kick in until 2030. russia goes back to a low standard and we kicked in right away. it would have been  it would have been it would have destroyed our businesses. so, you ready? we have done an incredible job environmentally. we have the cleanest air, the cleanest water and the best carbon emission standards that weve seen in many, many years.",2020-10-22,2020,2020_October_22_2020,appeal to emotion
Welker,vice president biden,2020-10-22,2020,2020_October_22_2020,None
Donald Trump,and we havent destroyed our industries.,2020-10-22,2020,2020_October_22_2020,None
Welker,"vice president biden, two minutes to you uninterrupted.",2020-10-22,2020,2020_October_22_2020,None
Joe Biden,"climate change, climate warming, global warming is an existential threat to humanity. we have a moral obligation to deal with it. and were told by all the leading scientists in the world we dont have much time. were going to pass the point of no return within the next eight to 10 years. four more years of this man eliminating all the regulations that were put in by us to clean up the climate, to clean up  to limit the  limit of emissions, will put us in a position where were going to be in real trouble. heres where we have a great opportunity. i was able to get both all the environmental organizations as well as labor, the people worried about jobs, to support my climate plan. because what it does, it will create millions of new, goodpaying jobs. were going to invest in, for example, 500,000  50,000, excuse me, 50,000 charging stations on our highways so that we can own the electric car market in the future. in the meantime, chinas doing that. were going to be in a position where were going to see to it that were going to take 4 million existing billion, buildings and 2 million existing homes and retrofit them so they dont leak as much energy, saving hundreds of millions of barrels of oil in the process and creating significant number of jobs. and by the way, the whole idea of what this is all going to do, its going to create millions of jobs and its going to clean the environment. our health and our jobs are at stake. thats whats happening. and what  right now, by the way, wall street firm has indicated that my plan  my plan will, in fact, create 18.6 million jobs, 7 million more than his. this from wall street and ill create 1 trillion more in economic growth than his proposal does, not on climate just on the economy.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Welker,"president trump, your response",2020-10-22,2020,2020_October_22_2020,None
Donald Trump,"they came out and said very strongly, 6,500 will be taken away from families under his plan, that his plan is an economic disaster. if you look at what he wants to do, you know the, if you look at his plan, his environmental plan, you know who developed it? aoc3. they know nothing about the climate. i mean, shes got a good line of stuff, but she knows nothing about the climate. and theyre all hopping through hoops for aoc3. look, their real plan costs 100 trillion. if we had the best year in the history of our country for 100 years, we would not even come close to a number like that. when he says buildings, they want to take buildings down because they want to make bigger windows into smaller windows. as far as theyre concerned, if you had no window it would be a lovely thing. this is the craziest plan that anybody has ever seen. and this wasnt done by smart people. this wasnt done by anybody. frankly, i dont even know how it can be good politically. they want to spend 100 trillion. thats their real number. hes trying to say it was six. its 100 trillion. they want to knock down buildings and build new buildings with little tiny, small windows and many other things. and many other things",2020-10-22,2020,2020_October_22_2020,ad hominem
Welker,"alright  okay, let me have the vice president respond and were running out of time and we have a lot more questions to get to. so lets hear from the vice president. i have a number of more questions.",2020-10-22,2020,2020_October_22_2020,None
Joe Biden,"i dont know where he comes from. i dont know where he comes up with these numbers. 100 trillion? give me a break. this plan was  this plan has been endorsed by every major  every major environmental group and every labor group. labor. because they know the future lies, the future lies in us being able to breathe. and they know theyre good jobs in getting us there. and by the way, the fastest growing industry in america are is, is, is the electric  excuse me, solar energy and wind. he thinks wind causes cancer, windmills. its the fastest growing jobs and they pay good prevailing wages, 45, 50 bucks an hour. we can grow and we can be cleaner, if we go the route im proposing.",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,president trump  please respond and then i have some follow ups.,2020-10-22,2020,2020_October_22_2020,ad hominem
Donald Trump,"excuse me. we are energy independent for the first time. we dont need all of these countries that we had a fight, war over because we needed their energy. we are energy independent. i know more about wind than you do. its extremely expensive, kills all the birds, its very intermittent. its got a lot of problems and they happen to make the windmills in both germany and china. and the fumes coming up  if youre a believer in carbon emission, the fumes coming up to make  make these massive windmills is more than anything that were talking about with natural gas, which is very clean. one other thing",2020-10-22,2020,2020_October_22_2020,ad hominem
Joe Biden,find me a scientist that says that.,2020-10-22,2020,2020_October_22_2020,None
Donald Trump,"solar. i love solar, but solar doesnt quite have it yet. its not powerful enough yet to  to really run our big beautiful factories that we need to compete with the world",2020-10-22,2020,2020_October_22_2020,false dilemma
Donald Trump,"so, its all a pipe dream, but you know what well do? were gonna have the greatest economy in the world. but if you want to kill the economy, get rid of your oil industry. you want  and what about fracking?",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,alright. let me allow vice president biden to respond,2020-10-22,2020,2020_October_22_2020,None
Joe Biden,i have never said i oppose fracking.,2020-10-22,2020,2020_October_22_2020,None
Donald Trump,you said it on tape.,2020-10-22,2020,2020_October_22_2020,false dilemma
Joe Biden,i did? show the tape. put it on your website.,2020-10-22,2020,2020_October_22_2020,None
Donald Trump,ill put it on.,2020-10-22,2020,2020_October_22_2020,None
Joe Biden,put it on the website. the fact of the matter is hes flat lying.,2020-10-22,2020,2020_October_22_2020,None
Welker,would you rule out banning fracking?,2020-10-22,2020,2020_October_22_2020,false dilemma
Joe Biden,"i do rule out banning fracking because the answer we need  we need other industries to transition to get to, ultimately, a complete zero emissions by 2025. what i will do with fracking over time is make sure that we can capture the emissions from the fracking. capture the emissions from gas. we can do that and we can do that by investing money into  its a transition to that.",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,i have one more question,2020-10-22,2020,2020_October_22_2020,None
Donald Trump,"excuse me. he was against fracking. he said it. i will show that to you tomorrow. i am against fracking, until he got the nomination, went to pennsylvania, then he said  you know what, pennsylvania? hell be against it very soon because his party is totally against it.",2020-10-22,2020,2020_October_22_2020,false dilemma
Joe Biden,"fracking on federal land, i said, no fracking and oil on federal land",2020-10-22,2020,2020_October_22_2020,None
Welker,"let me ask this final question in this section and then i want to move on to our final section. president trump, people of color are much more likely to live near oil refineries and chemical plants. in texas there are families who worry the plants near them are making them sick. your administration has rolled back regulations on these kinds of facilities. why should these families give you another four years in office?",2020-10-22,2020,2020_October_22_2020,false dilemma
Donald Trump,"the families that were talking about are employed heavily and they are making a lot of money, more money than theyve ever made. if you look at the kind of numbers that we produce for hispanic, or black, or asian, its nine times greater, the percentage gain than it was under  in three years  than it was under eight years of the two of them, to put it nicely. nine times more. now, somebody lives  i have not heard the numbers or the statistics that youre saying  but theyre making a tremendous amount of money. economically, we saved it. and i saved it again a number of months ago when oil was crashing because of the pandemic. we saved it. we got  say what you want of that relationship, we got saudi arabia, mexico and russia to cut back, way back. we saved our oil industry and now its very vibrant and everybody has very inexpensive gasoline. remember that.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Welker,"vice president biden, your response and then were going to have a final question for both of you.",2020-10-22,2020,2020_October_22_2020,None
Joe Biden,"my response is that those people live on what they call fence lines. he doesnt understand this. they live near chemical plants that, in fact, pollute. chemical plants and oil plants and refineries that pollute. i used to live near that when i was growing up in claymont, delaware. and all the more oil refineries in marcus hook and the delaware river than there is any place, including in houston at the time. when my mom would get in the car when there were first frost to drive me to school, turned on the windshield wipers thered be oil slick in the window. thats why so many people in my state were dying and getting cancer. the fact is those frontline communities, it doesnt matter what youre paying them. it matters how you keep them safe. what do you do? and you impose restrictions on the pollutions, on the pollutants coming out of those fence line communities.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Welker,"ok, i have one final question",2020-10-22,2020,2020_October_22_2020,None
Donald Trump,would he close down the oil industry  would you close down the oil industry?,2020-10-22,2020,2020_October_22_2020,false dilemma
Joe Biden,"i would transition from the oil industry, yes.",2020-10-22,2020,2020_October_22_2020,None
Donald Trump,"oh, transition. thats a big statement.",2020-10-22,2020,2020_October_22_2020,ad hominem
Joe Biden,it is a big statement because i would stop,2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,why would you do that?,2020-10-22,2020,2020_October_22_2020,None
Joe Biden,"because the oil industry pollutes, significantly  but heres the deal",2020-10-22,2020,2020_October_22_2020,None
Donald Trump,i see. thats a big statement.,2020-10-22,2020,2020_October_22_2020,None
Joe Biden,"well, if you let me finish the statement, because it has to be replaced by renewable energy over time. over time. and id stop giving to the oil industry  id stop giving them federal subsidies. you wont give federal subsidies to the gas and, excuse me, to solar and wind. why are we giving it to oil industry?",2020-10-22,2020,2020_October_22_2020,false dilemma
Donald Trump,we actually do give it to solar and wind,2020-10-22,2020,2020_October_22_2020,None
Welker,"alright, we have one final question",2020-10-22,2020,2020_October_22_2020,None
Donald Trump,"and thats maybe the biggest statement in terms of business, thats the biggest statement.",2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,"okay, we have one final question. mr. president",2020-10-22,2020,2020_October_22_2020,None
Donald Trump,because basically what hes saying is he is going to destroy the oil industry. will you remember that texas? will you remember that pennsylvania? oklahoma? ohio?,2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,"vice president biden, let me give you ten seconds to respond and then i have to get to the final question. vice president biden?",2020-10-22,2020,2020_October_22_2020,false dilemma
Joe Biden,"he takes everything out of context, but the point is, look, we have to move toward a net zero emissions. the first place to do that by the year 2035 is in energy production. by 2050, totally.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Welker,alright. one final question,2020-10-22,2020,2020_October_22_2020,None
Donald Trump,is he gonna get china to do it? is he going to get china to do it?,2020-10-22,2020,2020_October_22_2020,false dilemma
Welker,"no, were finished with this. we have to move on to our final question.",2020-10-22,2020,2020_October_22_2020,None
Joe Biden,"no, im going to rejoin the paris accord and make china abide by what they agreed to.",2020-10-22,2020,2020_October_22_2020,false dilemma
Donald Trump,thatll cost you 1 trillion.,2020-10-22,2020,2020_October_22_2020,None
Welker,"this is about leadership, gentlemen, and this first question does go to you, president trump. imagine this is your inauguration day. what will you say in your address to americans who did not vote for you? youll each have one minute, starting with you, mr. president.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Donald Trump,"we have to make our country totally successful, as it was prior to the plague coming in from china. now were rebuilding it and were doing record numbers, 11.4 million jobs in a short period of time etc. but, i will tell you, go back before the plague came in, just before, i was getting calls from people that were not normally people that would call me. they wanted to get together. we had the best black unemployment numbers in the history of our country, hispanic, women, asian, people with diplomas, with no diplomas, mit graduates, number one in the class  everybody had the best numbers. and you know what? the other side wanted to get together. they wanted to unify. success is going to bring us together. we are on the road to success. but im cutting taxes and he wants to raise everybodys taxes. and he wants to put new regulations on everything. he will kill it. if he gets in, you will have a depression, the likes of which youve never seen. your 401ks will go to hell and itll be a very, very sad day for this country.",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Welker,"alright. vice president biden, same question to you. what will you say during your inaugural address to americans who did not vote for you?",2020-10-22,2020,2020_October_22_2020,fallacy of relevance
Joe Biden,"i will say, im an american president. i represent all of you whether you voted for me or against me. and im going to make sure that youre represented. im going to give you hope. were going to move. were going to choose science over fiction. were going to choose hope over fear. were going to choose to move forward because we have enormous opportunities, enormous opportunities to make things better. we can grow this economy. we can deal with systemic racism. at the same time, we can make sure that our economy is being run, and moved, and motivated by clean energy, creating millions of new jobs. and thats the fact, thats what were going to do. and im going to say, as i said at the beginning, what is on the ballot here is the character of this country. decency. honor. respect. treating people with dignity. making sure that everyone has an even chance. now, im going to make sure you get that. you havent been getting it the last four years.",2020-10-22,2020,2020_October_22_2020,appeal to emotion
Welker,"alright. i want to thank you both for a very robust hour and a half, a fantastic debate. really appreciate it. president trump, former vice president joe biden. thank you to belmont university for hosting us tonight and most importantly, thank you to those watching tonight. election day is november 3rd. dont forget to vote. thank you everyone and have a great night.",2020-10-22,2020,2020_October_22_2020,None
Pence,thank you.,2020-10-07,2020,2020_October_07_2020,None
